model,metric,value,seed
MOLM (Fusion-ESM2),aff_mccs_std,0.021421475236719053,2024
MOLM (Fusion-ESM2),spec_mccs_mean,0.8555565973867532,2024
MOLM (Fusion-ESM2),spec_mccs_std,0.013746285743382118,2024
MOLM (Fusion-ESM2),affinity_mean,0.9265000000000001,2024
MOLM (Fusion-ESM2),affinity_std,0.012129509470708216,2024
MOLM (Fusion-ESM2),specificity_mean,0.9275,2024
MOLM (Fusion-ESM2),specificity_std,0.00707106781186545,2024
MOLM-ST (OneHot),affinity_mean,0.9315,2024
MOLM-ST (OneHot),affinity_std,0.0074330343736592405,2024
MOLM-ST (OneHot),specificity_mean,0.9269999999999999,2024
MOLM-ST (OneHot),specificity_std,0.007607562027351446,2024
MOLM-ST (OneHot),aff_mccs_mean,0.8583166898421875,2024
MOLM-ST (OneHot),aff_mccs_std,0.014658277449638686,2024
MOLM-ST (OneHot),spec_mccs_mean,0.8547638820017477,2024
MOLM-ST (OneHot),spec_mccs_std,0.014927574939241692,2024
MOLM-ST (OneHot),aff_aucs_mean,0.9782252106102071,2024
MOLM-ST (OneHot),aff_aucs_std,0.002951830946501905,2024
MOLM-ST (OneHot),spec_aucs_mean,0.978595,2024
MOLM-ST (OneHot),spec_aucs_std,0.0023476497556066886,2024
MOLM-ST (ESM2),affinity_mean,0.8859999999999999,2024
MOLM-ST (ESM2),affinity_std,0.016286497474902337,2024
MOLM-ST (ESM2),specificity_mean,0.8997499999999998,2024
MOLM-ST (ESM2),specificity_std,0.013095800853708801,2024
MOLM-ST (ESM2),aff_mccs_mean,0.7717750036207554,2024
MOLM-ST (ESM2),aff_mccs_std,0.026501825363093146,2024
MOLM-ST (ESM2),spec_mccs_mean,0.8021849341764666,2024
MOLM-ST (ESM2),spec_mccs_std,0.025607253793279296,2024
MOLM-ST (ESM2),aff_aucs_mean,0.9569435171357223,2024
MOLM-ST (ESM2),aff_aucs_std,0.003987205475095988,2024
MOLM-ST (ESM2),spec_aucs_mean,0.96248,2024
MOLM-ST (ESM2),spec_aucs_std,0.007010489239346957,2024
MOLM-ST (Fusion-ESM2),affinity_mean,0.93225,2024
MOLM-ST (Fusion-ESM2),affinity_std,0.014370107863199926,2024
MOLM-ST (Fusion-ESM2),specificity_mean,0.9295,2024
MOLM-ST (Fusion-ESM2),specificity_std,0.00792937576357685,2024
MOLM-ST (Fusion-ESM2),aff_mccs_mean,0.859430942209622,2024
MOLM-ST (Fusion-ESM2),aff_mccs_std,0.02759108266977836,2024
MOLM-ST (Fusion-ESM2),spec_mccs_mean,0.859618163732291,2024
MOLM-ST (Fusion-ESM2),spec_mccs_std,0.015244860853388094,2024
MOLM-ST (Fusion-ESM2),aff_aucs_mean,0.9770191150566541,2024
MOLM-ST (Fusion-ESM2),aff_aucs_std,0.003059226138430706,2024
MOLM-ST (Fusion-ESM2),spec_aucs_mean,0.9800600000000002,2024
MOLM-ST (Fusion-ESM2),spec_aucs_std,0.00243547223346931,2024
